,DEPARTAMENTO,MUNICIPIO,CODIGO REGISTRO,FECHA REGISTRO,CAEB_SEP,CIRC,NOMBRE DE LA UNIDAD
234,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001921,2008-09-09,22210,4,SIGRAF SERVICIO DE IMPRESIONES GRAFICAS
235,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001923,2008-09-10,20100,4,MADERA BARRACA ALINA
236,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001924,2008-09-10,20100,4,MADERERA BARRACA YOLIZ
237,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001922,2008-09-10,20100,4,BARRACA Y MADERERA YORGO
238,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001930,2008-09-11,24241,3,ZAYRA INDUSTRIAS Y COMERCIO SRL
239,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001926,2008-09-11,15512,3,INDUSTRIA DESTILERA DEL NORTE SRL
240,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001925,2008-09-11,15512,3,DESTILERIA CORTEZ
241,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001927,2008-09-11,15442,4,PRODUCTOS PALESTINA COMIDA ARABE
242,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001929,2008-09-11,22210,4,PROINSA INDUSTRIA GRAFICA SRL
243,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001928,2008-09-11,22210,4,IMPRESIONES MAS
244,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002601,2008-09-12,25209,4,FABRICA DE PRODUCTOS PLASTICOS
245,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001934,2008-09-15,28110,4,METAL MECANICA EL VELOZ
246,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001932,2008-09-15,15543,4,ELABORACION DE BLOQUES DE HIELO - RICARDO J MAMANI POMA
247,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001936,2008-09-16,15543,4,LABORATORIO ARTESANAL DE PRODUCTOS NATURALES IMITA
248,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001936,2008-09-16,15499,4,LABORATORIO ARTESANAL DE PRODUCTOS NATURALES IMITA
249,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002600,2008-09-17,15411,4,PANADERIA
250,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002600,2008-09-17,15419,4,PANADERIA
251,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002597,2008-09-17,24220,3,SINTEPLAST ALGAR
252,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001938,2008-09-18,20100,4,BARRACA PAOLA
253,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001937,2008-09-18,15314,4,SOLECOSUR INDUSTRIA DE PRODUCTOS ECOLOGICOS
254,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001937,2008-09-18,15411,4,SOLECOSUR INDUSTRIA DE PRODUCTOS ECOLOGICOS
255,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001937,2008-09-18,15542,4,SOLECOSUR INDUSTRIA DE PRODUCTOS ECOLOGICOS
256,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001939,2008-09-18,15432,4,CHOCOLATE ARTESANAL DIDO
257,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001940,2008-09-18,15313,4,PRODUCTOS ALIMENTICIOS ¡¡Q´? SABROSO!!
258,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001940,2008-09-18,37200,4,PRODUCTOS ALIMENTICIOS ¡¡Q´? SABROSO!!
259,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001943,2008-09-26,22210,4,EITORIAL WALDO
260,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002596,2008-09-26,17120,4,LAVANDERIA SPLASH
261,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001941,2008-09-26,15419,4,FABRICA DE PRODUCTOS BLISAITE
262,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001942,2008-09-26,36101,4,FABRICA DE MUEBLES LOS TRONQUITOS
263,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001944,2008-09-30,22210,4,JUNIOR IMPRESORES SRL
264,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001946,2008-10-06,22210,4,AIDA ROCHA MARTINEZ IMPRENTA LATINO
265,BENI,TRINIDAD,0000000773,2008-10-06,15313,4,MONTECRISTO BOLIVIA SRL
266,BENI,TRINIDAD,0000000773,2008-10-06,15314,4,MONTECRISTO BOLIVIA SRL
267,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002897,2008-10-06,20220,4,BARRACA JHON
268,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001947,2008-10-06,22210,4,ARTES GRAFICAS CIBELES SRL
269,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002901,2008-10-06,24210,3,FABRICACION DE FERTILIZANTE FOLIAR
270,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001948,2008-10-07,36102,4,TALLER DE METAL MECANICA CHISPA
271,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002589,2008-10-10,18101,4,CONFECCIONES
272,SANTA CRUZ,MONTERO,0710010013,2008-10-13,15312,4,"INGENIO ARROCERO ""VIRGEN DE COTOCA"""
273,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001949,2008-10-14,15499,4,ORMOLO TREBOL SRL
274,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000001966,2008-10-14,36990,4,ARTESANIA EN VELAS
275,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000001969,2008-10-14,28999,4,SERVICIOS METALURGICOS ERASMO PERALES
276,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000001971,2008-10-15,28130,4,ASINTEC SRL
277,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000001971,2008-10-15,28120,4,ASINTEC SRL
278,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000001971,2008-10-15,29150,4,ASINTEC SRL
279,LA PAZ,VIACHA,0000000680,2008-10-17,26942,3,CERAMICA BRASINBOL
280,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001950,2008-10-24,22210,4,INDUSTRIAS GRAFICAS DEL FUTURO SRL
281,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001951,2008-10-28,17309,4,TALLER DE TEJIDOS DE PUÑOS
282,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001952,2008-10-28,15492,4,INDUSTRIAS ANDULCE DE ALIMENTOS IADA
283,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002214,2008-10-28,28920,4,TALLER PANTERA
284,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001953,2008-10-29,15441,4,FIDEOS DELICIOSOS
285,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000001973,2008-10-30,20220,4,BARRACA
286,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000001972,2008-10-30,15432,4,ENVASADORA DE CHOCOLATE
287,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001954,2008-10-31,15432,4,EL CACAO DE ORO
288,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001955,2008-10-31,15542,4,PLANTA PROCESADORA DE AGUA AGUITA CELESTIAL SRL
289,BENI,RIBERALTA,0000000659,2008-11-05,15120,4,EMPRESA CORPABOL IMPORT EXPORT
290,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001956,2008-11-07,22210,4,TOWER EDITORIAL & ARTES GRAFICAS
291,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000001975,2008-11-10,28920,4,TALLER DE REPARACION DE BOMBAS INYECTORAS
292,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000001974,2008-11-10,28920,4,TALLER MECANICO
293,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000001976,2008-11-10,28120,4,METAL MECANICA
294,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001957,2008-11-13,22210,4,OFAVIN OSCAR JORGE ANDRADE DE VARGAS
295,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001990,2008-11-13,15441,4,INDUSTRIAS ALIMENTICIAS REAL BERNARDO
296,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001991,2008-11-14,15419,4,PRODUCTOS DE ALTAMIRA
297,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001991,2008-11-14,15412,4,PRODUCTOS DE ALTAMIRA
298,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000001977,2008-11-17,15432,4,CHOCOLATERIA Y PASTELERIA
299,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000001978,2008-11-17,37100,4,CHATARRERIA
300,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000001977,2008-11-17,15419,4,CHOCOLATERIA Y PASTELERIA
301,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001931,2008-11-18,17302,4,TEJIDO PARIS
302,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000001980,2008-11-25,28920,4,TALLER MECANICO
303,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000002161,2008-12-01,22210,4,SERIGRAFIA Y PUBLICIDAD PUNTO COLOR
304,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000002162,2008-12-03,15419,4,PASTELERIA PANADERIA LA CREMA Y NATA
305,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000002162,2008-12-03,15411,4,PASTELERIA PANADERIA LA CREMA Y NATA
306,LA PAZ,VIACHA,0000000731,2008-12-03,26942,4,CALERA VICTOR FLORES LA NEVADA
307,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000002162,2008-12-03,15412,4,PASTELERIA PANADERIA LA CREMA Y NATA
308,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000002163,2008-12-04,15411,4,PANADERIA JUANITA
309,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000002163,2008-12-04,15419,4,PANADERIA JUANITA
310,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000001982,2008-12-05,34300,4,GASCORP SRL TALLER DE CONVERSION A GNV
311,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000001982,2008-12-05,28920,4,GASCORP SRL TALLER DE CONVERSION A GNV
312,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000001964,2008-12-05,26990,3,PLANTA DE PRODUCCION DE ASFALTO
313,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000002165,2008-12-09,15419,4,PANADERIA ROCHA
314,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000002164,2008-12-09,15542,4,FRES-KITA SRL
315,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000002165,2008-12-09,15411,4,PANADERIA ROCHA
316,LA PAZ,VIACHA,0000000678,2008-12-15,26930,3,INDUSTRIA CERAMICA ANGELES
317,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000002167,2008-12-16,37200,4,EMPRESA COMERCIAL E INDUSTRIAL DEL CIELITO SRL
318,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002113,2008-12-16,17120,4,LAVANDERIA
319,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002115,2008-12-18,15412,4,UNIDAD DE ELABORACION DE PRODUCTOS DE PANIFICACION
320,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002115,2008-12-18,15411,4,UNIDAD DE ELABORACION DE PRODUCTOS DE PANIFICACION
321,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000002179,2008-12-18,15512,4,DE LA ABUELA
322,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002115,2008-12-18,15419,4,UNIDAD DE ELABORACION DE PRODUCTOS DE PANIFICACION
323,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002116,2008-12-19,28920,3,TALLER AUTOMOTRIZ OVANDO SA
324,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000002180,2008-12-23,17302,4,ORIGENES BOLIVIA SRL
325,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000002180,2008-12-23,17309,4,ORIGENES BOLIVIA SRL
326,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001081,2009-01-02,18102,4,OLIMPICA
327,LA PAZ,VIACHA,0000000131,2009-01-09,26930,3,CERAMICA ALI
328,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001082,2009-01-12,15499,4,GELATINAS DE PATA PP0
329,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001083,2009-01-13,15412,4,MUFFIINS BISCUITS
330,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001085,2009-01-16,15411,4,PANADERIA DEL ABUELO
331,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001085,2009-01-16,15419,4,PANADERIA DEL ABUELO
332,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001085,2009-01-16,15412,4,PANADERIA DEL ABUELO
333,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002117,2009-01-19,15411,2,INDUFRISA SRL 
334,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001084,2009-01-19,15530,4,CERVECERIA ARTESANAL PABLOS LTDA
335,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002117,2009-01-19,15113,2,INDUFRISA SRL 
336,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002118,2009-01-20,15431,4,INDUSTRIAS LIDER LTDA
337,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002118,2009-01-20,15492,4,INDUSTRIAS LIDER LTDA
338,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002118,2009-01-20,15499,4,INDUSTRIAS LIDER LTDA
339,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002118,2009-01-20,15543,4,INDUSTRIAS LIDER LTDA
340,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002119,2009-01-21,28920,4,VENTA Y REPARACION DE PARTES PIEZAS Y ACCESORIOS DE VEHICULO AUTOMOTORES
341,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002121,2009-01-26,28920,4,TALLER DE FRENOS
342,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002238,2009-01-26,17120,4,LAVANDERIA EURO
343,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002121,2009-01-26,34300,4,TALLER DE FRENOS
344,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002123,2009-02-02,18101,4,FABRICA DE ROPA
345,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001086,2009-02-03,28920,4,TALLER DE TORNERIA DE LUIS AGUIRRE MORON
346,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001087,2009-02-05,28920,4,SERVICIO TECNICO AUTOMOTRIZ GB
347,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002124,2009-02-10,37200,4,CENTRO DE COMPOSTAJE COMUNIDAD SAMARIA II
348,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001089,2009-02-10,20230,4,TALLER DE ARTESANO
349,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001088,2009-02-10,22190,4,DAYA SERIGRAFICO
350,LA PAZ,VIACHA,0000000133,2009-02-10,26941,2,SOCIEDAD BOLIVIANA DE CEMENTO SA - PLANTA VIACHA
351,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002107,2009-02-17,28920,4,TALLER DE CHAPERIO Y PINTURA
352,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001090,2009-02-17,15499,4,SALSA SOYA
353,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002108,2009-02-18,20220,4,CARPINTERIA CO AHICO WASU SRL
354,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002197,2009-02-18,20100,4,BARRACA SOLIZ
355,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002108,2009-02-18,36101,4,CARPINTERIA CO AHICO WASU SRL
356,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002197,2009-02-18,20220,4,BARRACA SOLIZ
357,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001091,2009-02-19,24242,4,LABORATORIOS ROSSI LTDA
358,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001092,2009-02-19,15313,4,PEXBOL
359,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001092,2009-02-19,15314,4,PEXBOL
360,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001091,2009-02-19,25201,4,LABORATORIOS ROSSI LTDA
361,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001094,2009-02-26,18101,4,CANO Y GALLARDO GG
362,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001095,2009-02-26,28110,4,TALLER MECANICA VENUS
363,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001096,2009-02-27,15491,4,CAFÉ FLOR DE LA MONTAÑA
364,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002109,2009-02-28,28110,4,METALMECANICA Y RECICLADORA DE ACEROS Y METALES
365,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002109,2009-02-28,28920,4,METALMECANICA Y RECICLADORA DE ACEROS Y METALES
366,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002109,2009-02-28,28120,4,METALMECANICA Y RECICLADORA DE ACEROS Y METALES
367,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002109,2009-02-28,37100,4,METALMECANICA Y RECICLADORA DE ACEROS Y METALES
368,LA PAZ,VIACHA,0000000134,2009-03-04,26930,3,CERAMICA LETANIAS
369,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001097,2009-03-05,25201,4,PASTENPLAST
370,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001098,2009-03-10,24230,3,LABORATORIOS COFAR PLANTA QUINTANILLA SUAZO
371,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002111,2009-03-12,25209,4,INDUSTRIAS SER DE STEPLEWSKI SRL FABRICACION DE PRODUCTOS EN PLASTICO REFORZADO CON FIBRA DE VIDRIO
372,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002100,2009-03-16,15432,4,COMPAÑÍA DE ALIMENTOS Y BEBIDAS
373,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002239,2009-03-16,26960,4,FABRICACION DE MOSAICOS Y MESONES DE GRANITO Y MARMOL
374,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002105,2009-03-16,37100,4,RECICLADORA
375,BENI,TRINIDAD,0000000775,2009-03-17,20220,4,BARRACA ARBOLITO
376,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001099,2009-03-18,22210,4,UV PLUS SRL
377,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001100,2009-03-19,37200,4,EXPORTADORES DE ALTURA EA SOCIEDAD DE ALIMENTOS NATURALES SOANA
378,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001100,2009-03-19,15201,4,EXPORTADORES DE ALTURA EA SOCIEDAD DE ALIMENTOS NATURALES SOANA
379,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001100,2009-03-19,15202,4,EXPORTADORES DE ALTURA EA SOCIEDAD DE ALIMENTOS NATURALES SOANA
380,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0701010419,2009-03-21,15511,2,COMPAÑÍA INDUSTRIAL AZUCARERA SAN AURELIO S.A
381,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0701010419,2009-03-21,15420,2,COMPAÑÍA INDUSTRIAL AZUCARERA SAN AURELIO S.A
382,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001030,2009-03-23,22210,4,IMPRENTA OASIS
383,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002101,2009-03-24,20220,4,CARPINTERIA
384,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002126,2009-03-25,24130,4,TECNO PLASTICA ORIENTAL LTDA TECNOPOR LTDA
385,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002098,2009-03-26,20100,3,ASERRADERO Y CEPILLADORA DE MADERA WBE PARA SU UNIDAD INDUSTRIAL DE ASERARDO Y CEPILLADO DE MADERA
386,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001102,2009-03-30,15412,4,TORTILLAS CRISS MAGALY BATACORA CHACOLLA
387,SANTA CRUZ,MONTERO,0710010084,2009-03-30,15312,4,"INGENIO ARROCERO ""EL NARANJAL"""
388,BENI,TRINIDAD,0000000774,2009-03-31,15313,4,COMERCIAL MOLINO UNIVERSAL
389,BENI,TRINIDAD,0000000776,2009-03-31,20220,4,CARPINTERIA VALDEZ
390,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001103,2009-04-07,15512,4,CORPORACION INDUSTRIAL J&S SRL
391,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001104,2009-04-09,28110,4,TALLER DE CERRAJERIA METAL MECANICA
392,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002093,2009-04-13,20100,4,BARRACA LA PERLA DE SAN JULIAN PARA SU UNIDAD INDUSTRIAL DE ASERRADO Y CEPILLADO
393,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002092,2009-04-15,28920,4,TALLER MECANICO IWANAGA
394,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001105,2009-04-17,15499,4,FOURTRADO SRL
395,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001106,2009-04-17,24230,3,MOLECULA ANDINA
396,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002089,2009-04-24,18101,4,TALLER DE COSTURA
397,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002090,2009-04-24,20220,4,BARRACA Y DISTRIBUIDORA DE MADERAS MILES SA
398,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002091,2009-04-24,15314,4,SABOREX
399,LA PAZ,VIACHA,0000000135,2009-05-05,26930,3,LADVIBOL SRL
400,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002087,2009-05-06,15202,4,HELADERIA DUMBO
401,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002087,2009-05-06,15132,4,HELADERIA DUMBO
402,BENI,TRINIDAD,0000000781,2009-05-06,26950,4,CERAFIX
403,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002088,2009-05-06,15113,4,LA CASONA
404,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002086,2009-05-06,24242,3,INDUSTRIA COSMETOLOGICA ARTESANAL
405,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002086,2009-05-06,24241,3,INDUSTRIA COSMETOLOGICA ARTESANAL
406,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002087,2009-05-06,15419,4,HELADERIA DUMBO
407,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002085,2009-05-11,36911,4,TALLER DE JOYERIA LENNY CLAUDIA
408,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002106,2009-05-11,28920,4,TALLER DE CERRAJERIA
409,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002106,2009-05-11,28110,4,TALLER DE CERRAJERIA
410,BENI,TRINIDAD,0000000780,2009-05-13,15112,3,AVISUR
411,BENI,TRINIDAD,0000000778,2009-05-19,15112,3,MATADERO DE POLLOS AVIRROSI
412,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002081,2009-05-20,26911,4,CERAMICA ARTISTICA HERRERA
413,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002083,2009-05-20,20100,4,INDUSTRIA DE VENTA DE MADERA EN GENERAL MADEXSO
414,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002082,2009-05-20,22210,4,IMPRENTA RAMBER
415,BENI,TRINIDAD,0000000779,2009-05-22,20220,4,CARPINTERIA LA CHONTA
416,BENI,TRINIDAD,0000000777,2009-05-22,25201,4,FABRICA DE TANQUES PLASTICOS
417,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001108,2009-05-25,37200,4,NICKOS
418,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001109,2009-05-26,15120,4,BON APPETIT INDUSTRIAS ALIMENTICIAS
419,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002079,2009-05-27,17290,4,PROMOCIONAR
420,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001110,2009-05-27,15521,3,BODEGAS MARIANI SRL
421,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002079,2009-05-27,22210,4,PROMOCIONAR
422,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002080,2009-05-27,20220,4,BARRACA Y CARPINTERIA MADRE SELVA
423,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001111,2009-05-29,15131,3,INDUSTRIA BOLIVIANA DE PRODUCTOS ORGANICOS SRL
424,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002184,2009-06-01,28110,4,HOJALATERIA SERVICIOS GENERALES PADILLA
425,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000001994,2009-06-02,28920,4,TALLER DE TRANSFORMACION DE VOLANTES PARA VEHICULOS
426,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000001995,2009-06-02,18101,4,"MODA Y ESTILO ""SMYE"""
427,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001112,2009-06-02,15543,4,ELABORACION DE BEBIDAS GASEOSAS FRUTI JUGOS AGUA PURIFICADA
428,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000001995,2009-06-02,22190,4,"MODA Y ESTILO ""SMYE"""
429,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000001994,2009-06-02,34300,4,TALLER DE TRANSFORMACION DE VOLANTES PARA VEHICULOS
430,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001112,2009-06-02,15542,4,ELABORACION DE BEBIDAS GASEOSAS FRUTI JUGOS AGUA PURIFICADA
431,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001112,2009-06-02,15541,4,ELABORACION DE BEBIDAS GASEOSAS FRUTI JUGOS AGUA PURIFICADA
432,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001116,2009-06-08,18101,4,ALFAMOD ALPACA FASHION BOLIVIA LTDA
433,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002152,2009-06-08,34300,4,TALLER DE MUEBLERIA ARBAZOLA
434,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002153,2009-06-08,28110,4,EMPRESA DE DISEÑOS Y CONSTRUCCIONES METALICAS Y MONTAJES INDUSTRIALES
435,LA PAZ,NUESTRA SEÑORA DE LA PAZ,0000001113,2009-06-09,15113,4,LORD YORK EMBUTIDOS
436,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002151,2009-06-16,36101,4,FABRICACION DE MUEBLES DE MADERA
437,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002220,2009-06-16,29130,4,SERVICIO DE TORNERIA DE PARTES DE VEHICULOS MAESTRANZA FERNANDEZ
438,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002221,2009-06-17,25209,4,PERLON PLAST
439,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,0000002223,2009-06-17,36103,4,MADEPA SA UNIDAD PLASTICOS
